Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
string equals java,2,2,480,36,0,8,0,0,0,27100000,"[13,24,36,24,20,8,16,13,13,24,30,13]",2025-01-20,"Image pack, Sitelinks, People also ask, Related searches",informational,People also ask
management management theory,2,2,390,50,0,8,0,0,0.01,1020000000,"[0,0,100,36,76,0,0,0,24,55,0,55]",2025-01-01,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
what is node js use for,1,1,210,53,0.83,8,0,6,0.01,212000000,"[66,100,100,66,44,54,8,0,1,11,0,0]",2025-01-07,"Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
chi square test definition,5,5,390,69,0,8,0,0,0,50300000,"[66,54,66,81,100,54,28,28,54,81,54,66]",2025-01-14,"Instant answer, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
digital network,1,1,210,29,4.95,8,0,39,0.02,3190000000,"[43,66,66,66,53,35,17,66,53,82,82,82]",2025-01-24,"Video, People also ask, Related searches",informational,People also ask
types of software on a computer,1,1,210,57,0,8,0,0,0,1160000000,"[43,43,54,43,35,43,35,35,66,35,35,4]",2025-01-07,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,People also ask
rsa encryption,16,17,5400,60,2.66,8,0,21,0.01,21700000,"[29,29,36,36,44,36,23,23,23,36,100,66]",2025-01-27,"Knowledge panel, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, Things to know",informational,Organic
planning pocker,2,2,210,48,3.51,8,0,28,0,15100000,"[0,0,100,0,0,0,0,0,76,0,0,24]",2024-12-31,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,People also ask
python ordset,1,1,390,58,0,8,0,0,0,239000000,"[100,0,0,0,0,0,0]",2025-01-18,"Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,People also ask
correlation scatter plot,1,1,390,40,0,8,0,0,0,59100000,"[13,11,13,68,31,16,13,3,4,25,46,11]",2025-01-08,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
what to say during an interview,1,1,480,52,0.03,8,0,0,0.18,950000000,"[30,45,45,36,45,36,45,45,45,36,24,36]",2025-01-05,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
chatgpt app android,2,2,210,46,1.29,8,0,10,0.33,373000000,"[5,3,3,3,3,8,5,4,4,4,5,7]",2025-01-13,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",transactional,People also ask
raise productivity,1,1,210,54,2.11,8,0,16,0.04,230000000,"[12,7,36,100,10,12,5,15,15,15,15,12]",2025-01-11,"Image pack, Reviews, People also ask, Related searches",informational,People also ask
why cyber security is important,1,1,210,66,3.92,8,0,31,0.19,334000000,"[7,10,7,8,10,7,5,5,8,13,13,13]",2025-01-13,"Reviews, People also ask, Related searches, AI overview",informational,People also ask
what do population mean,1,1,390,52,0,8,0,0,0,1210000000,"[15,15,81,81,66,12,36,19,23,66,100,81]",2024-12-31,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, AI overview",informational,People also ask
formula for excel,6,6,390,78,0.08,8,0,0,0.04,392000000,"[44,44,29,67,67,23,44,23,44,54,54,23]",2025-01-01,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
how to comment out in python,1,1,260,33,0,8,0,0,0.02,184000000,"[66,81,66,54,66,43,43,66,43,81,66,43]",2025-01-12,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
what is a solution architect,1,1,480,34,1.84,8,0,14,0.08,217000000,"[59,48,72,39,48,59,59,72,39,39,39,26]",2025-01-11,"Knowledge panel, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,People also ask
.map java,2,2,210,57,0,8,0,0,0,324000000,"[1,1,66,1,1,1,1,1,0,0,0,24]",2025-01-15,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,People also ask
up and coming tech companies,3,0,390,64,1.9,8,0,15,0.2,1360000000,"[13,24,24,20,13,13,16,16,16,13,16,20]",2025-01-26,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,People also ask
how to calculate descriptive statistics in excel,1,1,210,29,0,8,0,0,0,28100000,"[15,19,36,36,15,15,15,15,12,100,23,19]",2025-01-11,"Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
cybersecurity training programs,1,1,390,77,13.68,8,0,109,0.34,200000000,"[100,81,36,36,36,36,36,36,29,44,54,100]",2025-01-24,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,People also ask
what does monitize mean,1,1,260,51,0.06,8,0,0,0,30900000,"[2,0,4,52,0,0,0,0,1,0,0,100]",2025-01-09,"Instant answer, Knowledge panel, Sitelinks, People also ask, Related searches",informational,People also ask
web3 marketing,1,1,390,27,4.92,8,0,39,0.21,60200000,"[30,45,24,30,24,30,24,24,30,30,36,36]",2025-01-13,"Sitelinks, Reviews, People also ask, Related searches","commercial, informational",People also ask
type in javascript,2,2,210,69,0,8,0,0,0,1800000000,"[4,45,4,4,45,0,13,4,6,13,8,5]",2025-01-22,"Image pack, Sitelinks, People also ask, Related searches, People also search",informational,People also ask
how to make a spreadsheet on excel,1,1,390,39,1.23,8,0,9,0.06,182000000,"[24,30,16,13,8,2,81,4,5,55,24,2]",2025-01-24,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,People also ask
careers java developer,1,1,210,44,2.29,8,0,18,0.16,44900000,"[0,100,0,0,0,0,0,0,0,0,0,62]",2025-01-07,"People also ask, Related searches, Discussions and forums",commercial,People also ask
what is a java developer,1,1,50,34,2.93,8,0,23,0.06,197000000,"[6,11,11,8,8,8,8,11,11,11,11,5]",2025-01-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
course affiliate marketing,1,1,390,51,2.97,8,0,23,0.16,238000000,"[0,0,0,0,0,0,0,1,100,0,0,0]",2025-01-12,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",commercial,People also ask
books of hacking,1,1,70,19,1.42,8,0,11,1,135000000,"[0,4,66,80,100,66,19,9,4,9,4,4]",2025-01-25,"Sitelinks, Video, People also ask, Related searches, Discussions and forums","commercial, informational",People also ask
git backout last commit,3,3,480,39,0,8,0,0,0,268000,"[0,100,5,3,3,3,7,3,1,10,8,1]",2025-01-23,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
business analyst job near me,3,3,390,18,1.73,8,0,13,0.1,97,"[11,17,59,11,39,100,11,17,59,26,48,59]",2025-01-16,"People also ask, Related searches",transactional,People also ask
how to initialize a dictionary in python,1,1,210,30,0,8,0,0,0,14600000,"[43,65,81,65,65,43,53,53,53,81,81,81]",2025-01-05,"Sitelinks, People also ask, Related searches, Discussions and forums",informational,People also ask
machine learning vs deep learning vs ai,5,5,390,61,4.72,8,0,37,0.05,264000000,"[44,81,54,81,81,66,66,100,28,54,54,44]",2025-01-21,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, People also search, AI overview",commercial,Organic
masters programs engineering,1,1,260,32,6.53,8,0,52,0.54,301000000,"[6,35,81,66,18,23,66,3,54,35,0,81]",2025-01-13,"Sitelinks, People also ask, Related searches",commercial,People also ask
css div center,5,5,480,62,0.25,8,0,2,0,32400000,"[55,20,16,16,55,24,36,36,24,30,62,30]",2025-01-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
string append python,2,2,390,39,0.05,8,0,0,0.01,43000000,"[16,10,20,13,16,16,16,16,16,16,20,16]",2025-01-20,"Image pack, Sitelinks, People also ask",informational,People also ask
technology items,1,1,210,50,0.22,8,0,1,0.98,2160000000,"[18,66,43,100,29,54,43,43,29,35,54,43]",2025-01-02,"Image pack, Reviews, Video, People also ask, Related searches","informational, transactional",People also ask
what are primitive data types,1,1,390,57,0,8,0,0,0,98800000,"[1,1,1,0,0,0,0,0,3,52,0,66]",2025-01-14,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
cyber security analyst job duties,1,1,210,53,3.39,8,0,27,0.18,95300000,"[15,15,100,44,44,28,35,23,35,44,28,28]",2025-01-02,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",commercial,People also ask
round values excel,2,2,260,62,0,8,0,0,0,92600000,"[11,100,100,81,66,54,18,28,23,15,23,18]",2025-01-11,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,People also ask
interactive ai,1,1,390,30,2.6,8,0,20,0.41,878000000,"[36,44,36,44,36,36,36,29,44,36,67,44]",2025-01-06,"Video, People also ask, Related searches, Things to know, Discussions and forums",commercial,People also ask
benefits of pmp certification,1,1,210,22,1.85,8,0,14,0.17,19700000,"[65,42,100,100,100,100,65,26,100,100,65,100]",2025-01-15,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
cybersecurity vulnerabilities,1,1,210,65,4.22,8,0,33,0.15,76200000,"[29,22,22,29,54,100,29,54,35,22,35,81]",2025-01-15,"Top stories, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,People also ask
unordered_map vs map,2,2,210,29,0,8,0,0,0,227000,"[0,11,18,100,44,54,44,44,18,28,66,1]",2025-01-09,"Sitelinks, Video, People also ask, Related searches",commercial,People also ask
case statement in sql server,3,3,260,49,0.01,8,0,0,0.01,56800000,"[1,14,26,3,11,59,32,39,39,39,32,9]",2025-01-01,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,People also ask
git how to revert to previous commit,3,3,260,32,0,8,0,0,0,2030000,"[7,14,17,21,32,59,48,17,72,17,14,17]",2025-01-09,"Sitelinks, Video, People also ask, Related searches",informational,People also ask
cyber security terms and terminologies,6,6,390,39,0.97,8,0,7,0.29,1900000,"[12,100,100,66,54,54,29,36,29,66,81,54]",2025-01-10,"People also ask, Related searches",,Organic
platforms applications,1,1,390,31,0,8,0,0,0,0,"[0,0,0,0,0,0,0,0,0,0,100,0]",2025-01-18,"Knowledge panel, Sitelinks, Reviews, People also ask, Related searches",informational,People also ask
how does the computer convert data into information,1,1,210,20,0,8,0,0,0,412000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2025-01-07,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,People also ask
software applications examples,3,3,390,49,0,8,0,0,0.01,355000000,"[10,45,30,20,16,24,13,24,36,30,36,20]",2025-01-22,"Sitelinks, Reviews, Video, People also ask, Related searches, Questions and answers",informational,Organic
partition by over by,2,2,480,33,0,8,0,0,0,184000000,"[100,0,0,0]",2025-01-11,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,People also ask
how to do an excel drop down list,1,1,260,42,0.02,8,0,0,0.02,324000000,"[66,100,82,82,82,82,66,66,66,35,66,35]",2025-01-23,"Sitelinks, Video, People also ask, Related searches",informational,People also ask
having cloud lead to higher salary,1,1,390,41,0,8,0,0,0,1400000000,"[100,0,0,0,0,0,0]",2025-01-18,"Sitelinks, Featured snippet, People also ask, Related searches, Questions and answers",informational,People also ask
what is web3 technology,1,1,260,61,0.97,8,0,7,0.21,67100000,"[54,54,44,44,35,44,44,28,28,54,54,54]",2025-01-26,"Video, Featured snippet, People also ask, Related searches",informational,People also ask
example c,3,3,260,44,3.11,8,0,24,0,5330000000,"[17,35,82,12,53,53,35,100,82,82,100,53]",2025-01-20,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches, People also search",informational,People also ask
automatic leadership style,1,1,480,50,0.54,8,0,4,0,8030000,"[5,11,17,39,100,88,72,72,88,59,72,0]",2025-01-25,"Knowledge panel, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Things to know, AI overview",informational,People also ask
operator python,11,9,1600,63,1.35,8,0,10,0,125000000,"[18,29,53,29,44,35,29,35,13,44,29,18]",2025-01-26,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
how much is pmp certification,1,0,210,43,2.6,8,0,20,0.53,41800000,"[22,54,54,54,54,54,54,35,54,43,29,54]",2025-01-26,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
netowrk,5,5,720,91,2.71,8,0,21,0.02,8960000000,"[66,54,79,100,20,20,0,0,5,5,8,5]",2025-01-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,People also ask
overriding a method java,1,1,260,56,0,8,0,0,0,1260000,"[4,3,13,13,37,7,2,8,16,16,46,5]",2025-01-05,"Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
six sigma courses,1,1,390,55,3.61,8,0,28,0.47,245000000,"[54,54,44,54,66,54,54,54,54,44,54,54]",2025-01-11,"Sitelinks, Reviews, People also ask, Related searches, AI overview",commercial,People also ask
manager and a leader,1,1,480,35,4.5,8,0,36,0.15,624000000,"[26,39,48,59,72,48,59,39,48,59,72,48]",2025-01-06,"Image pack, Sitelinks, Video, People also ask, Twitter carousel, Related searches, See results about, Discussions and forums, AI overview",informational,People also ask
define algorithm,13,13,2900,72,0.1,8,0,0,0.01,463000000,"[13,16,16,16,16,13,8,13,10,19,13,29]",2025-01-26,"Instant answer, Knowledge panel, Sitelinks, Video, People also ask, Related searches, People also search",informational,Organic
release management jobs,1,1,70,18,0.86,8,0,6,0.03,730000000,"[14,50,21,14,28,50,78,50,100,78,78,28]",2025-01-25,"Image pack, Reviews, Video, People also ask, Related searches",commercial,People also ask
vertical lookup table excel,1,1,210,64,0.09,8,0,0,0.01,11700000,"[43,100,43,43,35,43,66,54,43,35,54,22]",2025-01-04,"Image pack, Sitelinks, People also ask, Related searches",informational,People also ask
data analytics free courses,3,3,590,61,4.7,8,0,37,0.63,2250000000,"[45,13,30,13,45,62,6,100,3,36,16,45]",2025-01-18,"Sitelinks, Reviews, People also ask, Related searches, People also search",commercial,People also ask
google studio,7,7,2900,100,3.42,8,0,27,0.01,10600000000,"[66,80,80,80,80,80,66,80,100,80,80,100]",2025-01-23,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, See results about",navigational,People also ask
. c,3,3,720,95,0.5,8,0,4,0.01,25270000000,"[2,30,24,2,54,24,41,100,20,20,13,54]",2025-01-14,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Things to know",informational,Things to know
sd equation,23,22,5400,86,0,8,0,0,0,191000000,"[3,44,100,5,44,44,23,13,13,100,54,36]",2025-01-26,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cyber security pro,1,1,210,12,9.17,8,0,73,0.34,315000000,"[66,82,0,0,5,66,100,53,35,82,43,35]",2025-01-25,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,People also ask
encapsulation oop,3,3,720,63,0.36,8,0,2,0,5300000,"[45,55,67,30,45,30,24,76,45,100,67,76]",2025-01-20,"Knowledge panel, Sitelinks, Video, Featured snippet, People also ask, Related searches, Things to know",informational,Things to know
get data type of dataframe,2,2,480,38,0,8,0,0,0,69100000,"[100,0,0,0]",2024-12-31,"Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",People also ask
correlation of 2 variables,1,1,210,72,0,8,0,0,0,341000000,"[28,81,28,81,81,81,65,65,65,81,81,34]",2025-01-14,"Image pack, Sitelinks, Featured snippet, Video Carousel, People also ask, Related searches, Questions and answers",informational,People also ask
popular deep learning frameworks,1,1,210,50,0,8,0,0,0.02,124000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2025-01-24,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, People also search","commercial, informational",People also ask
